Unnamed: 0,Pruebas,coef(a)_6am-MLP,rsquared_6am-MLP,Standard Error_6am-MLP,coef(b)_6am-MLP,coef(a)_Acu-6am-MLP,rsquared_Acu-6am-MLP,Standard Error_Acu-6am-MLP,coef(b)_Acu-6am-MLP,coef(a)_6am-Beysens,rsquared_6am-Beysens,Standard Error_6am-Beysens,coef(b)_6am-Beysens,coef(a)_Acu-6am-Beysens,rsquared_Acu-6am-Beysens,Standard Error_Acu-6am-Beysens,coef(b)_Acu-6am-Beysens,coef(a)_Beysens-PM,rsquared_Beysens-PM,Standard Error_Beysens-PM,coef(b)_Beysens-PM,coef(a)_Acu-Beysens-PM,rsquared_Acu-Beysens-PM,Standard Error_Acu-Beysens-PM,coef(b)_Acu-Beysens-PM,coef(a)_MLP-PM,rsquared_MLP-PM,Standard Error_MLP-PM,coef(b)_MLP-PM,coef(a)_Acu-MLP-PM,rsquared_Acu-MLP-PM,Standard Error_Acu-MLP-PM,coef(b)_Acu-MLP-PM,coef(a)_Pd-MLP-LM,rsquared_Pd-MLP-LM,Standard Error_Pd-MLP-LM,coef(b)_Pd-MLP-LM,coef(a)_Acu-Pd-MLP-LM,rsquared_Acu-Pd-MLP-LM,Standard Error_Acu-Pd-MLP-LM,coef(b)_Acu-Pd-MLP-LM,coef(a)_6am-MLP-LM,rsquared_6am-MLP-LM,Standard Error_6am-MLP-LM,coef(b)_6am-MLP-LM,coef(a)_Acu-6am-MLP-LM,rsquared_Acu-6am-MLP-LM,Standard Error_Acu-6am-MLP-LM,coef(b)_Acu-6am-MLP-LM
0,1.0,0.4207195189626898,0.3568493170522554,0.05113599476575305,0.019554152739848868,0.9293431757824756,0.9713051947003196,0.014461721233734454,0.3216607113432885,0.5634865580647516,0.26229292434236795,0.08555636646297396,0.015169695877970046,0.938219419654642,0.9626813788943642,0.016724225363625306,0.2055026047880295,-0.0027709094615914875,0.01796075193376101,0.0018550028684296144,0.009826798278013357,0.13285849230565222,0.7672934342405209,0.006624193068378537,0.15360686046146022,0.2661864588698525,0.15339057061270134,0.056617172882055214,0.02784358296515609,1.0627060381090316,0.9712872698886914,0.01654232799310096,0.3040427690497215,0.26354577421840875,0.13238806327009478,0.061082175179187626,0.03111991616794245,0.9758921710332656,0.996900453510109,0.0035125247633820147,0.05718638230726514,0.3631800339599093,0.3269961942300392,0.047171473748770114,0.018622587842599563,0.8468038838906798,0.9694465255307566,0.01361041284780395,0.3060007164005377
0,2.0,0.4807547117604275,0.4112620572988632,0.052076924436623685,0.01795769492189139,1.1282367703180345,0.9876497859930442,0.011422366479937808,-0.28003728941501244,0.6307586224602577,0.2968041754896934,0.0878995029285901,0.018101733777047,1.2809798219801394,0.9837034698115488,0.014927182568961856,-0.2394640164718745,-0.0013516798134090722,0.028286453214637405,0.0007172553452814535,0.0042919273229682356,0.0333082861114382,0.7363020185684529,0.0018046699144380093,0.07873907273703393,0.1869418554162025,0.15223769911317386,0.03993949541743382,0.02264005026618926,0.8989041733439491,0.9897470860335308,0.008283140386975611,0.033964360938696064,0.2151589579445125,0.20663100352493247,0.038169756003932714,0.022395508516412824,0.9739470308563364,0.9956633818482612,0.004149053555228295,-0.02839180328934872,0.4365937966660693,0.4315296626011077,0.04536764604629838,0.017894320548951362,1.0736144271871562,0.9870788244439757,0.01112099179931284,-0.2711949343814664
0,3.0,0.6060338670219069,0.4161311978044777,0.06499193368051946,0.01566379620841931,1.2019626688352159,0.987759245942668,0.012114056601000204,-0.2108208425346894,0.7524532772944941,0.3662606691114163,0.08961068785815324,0.014143398759350391,1.1945014312612359,0.9749276877716532,0.017342741492582876,-0.1816689833872836,-0.00040170071201752383,0.0004003998818852272,0.0018171415240772128,0.004780078747673697,0.09393200911932588,0.8191843447129541,0.003995405738827331,0.0680696537034316,0.2325019790352581,0.18808746406118135,0.04373422854600399,0.025452532742934932,1.0317825820201034,0.9885557844193936,0.010050801584488943,0.052372448300759884,0.2627358245254951,0.20699250526718127,0.04655868586748802,0.0233707810918363,1.054242538854941,0.9953640248022214,0.0046442383080098435,-0.03773232592895237,0.5595716787474689,0.4146839307819413,0.06018835267413398,0.013566340989544292,1.0741059650711209,0.9876652752394621,0.01086743504520222,-0.20368215101540574
0,4.0,0.37242756721043774,0.4068886872427701,0.04070916762318764,0.020078089732255503,0.8900020266002352,0.9859074721335068,0.009633574349961652,0.2918107002754341,0.5853453814813981,0.337876455451689,0.07418614970369629,0.017232204941791437,1.063996507975316,0.9782956679647192,0.014348233458347763,0.4235576220416644,-0.001294838262607162,0.005461543928965806,0.0015819351784333426,0.0062500630807597385,0.13664665523165884,0.8866746959953082,0.004422831351037487,0.03734155443704345,0.3695255095944917,0.30219667046390364,0.05083773856563528,0.023728695799272462,1.1227295338480348,0.9861387769169359,0.012051108321278913,-0.059945613403279724,0.3177826878546907,0.29695103408844825,0.04426909542730241,0.022670160432063446,0.9660182595003716,0.9909891336287372,0.005946049812666631,0.19342887008670606,0.3204157973619325,0.34741204123749714,0.03975859867622099,0.01895302977407916,0.8044697570528527,0.9843455678793356,0.009184905027399036,0.21934548560675515
0,5.0,0.5811040666662889,0.3642127303898557,0.06951080769360597,0.02165649887746955,1.335336683145329,0.9790199209427062,0.017697774536292104,-0.3557281875655326,0.7557216250628613,0.4102804755999171,0.08202840417085745,0.01334391543717153,1.119857988489561,0.9754518913367342,0.016083817181242622,0.39723028972418384,0.001649272717525092,0.007513543421350133,0.001716138971793606,0.000249903515580206,0.1123490965129366,0.8681242688172822,0.003964433712216404,-0.059167200660336275,0.2740103709927457,0.23841161410685696,0.04433875623617722,0.025429682827387542,1.126965080580419,0.9843802647208848,0.012852450248691522,-0.2720811648646045,0.36016392353128296,0.2310499333508693,0.05948622920420067,0.0218331418688614,0.9698893013176944,0.9961315332225282,0.003901464317991717,0.2650814380871879,0.538797265086873,0.3311962374340939,0.069318977431558,0.018609283473653704,1.1787024764303768,0.9785374690212576,0.015804327435342408,-0.2768828518575767
0,6.0,0.41180102168643945,0.3602881807459599,0.04967921265706983,0.017825060462433,0.9772177292143088,0.9826931326049568,0.011741178585886941,0.09294130800234417,0.5193378679986214,0.27568402226014943,0.07621286883814574,0.016582022940675584,1.0951625265235705,0.9805381488104894,0.013968780270221248,0.1423741021628105,-0.0006389434228967464,0.0007831117090635331,0.002066333956955537,0.004938534652406925,0.17101165640848565,0.8821449897906548,0.005659132171663936,-0.02530487241476515,0.27374439050165905,0.2633970663212057,0.04144541808191822,0.024073125331182964,1.1402920405382777,0.9797123373276712,0.014856034301546998,0.07402641116589365,0.2825956767710397,0.2056337130666106,0.050286197270654184,0.02421732517777541,1.0389937194498156,0.9976422990647149,0.003260350069712654,0.12489081333243753,0.3788712028957433,0.3936148032940635,0.042574570365913014,0.016597890322859764,0.905199028917488,0.9834210960817366,0.010640751740656979,0.08002672108872866
0,7.0,0.4004154145097119,0.5043103505887802,0.03594072491725528,0.017199254310613067,1.015019240597407,0.9642440137791524,0.017696006376927503,-0.2647173375772682,0.5349321396981117,0.3775324361207784,0.062187056978635434,0.00866794694892538,0.8687800841460642,0.9877441852170228,0.008761506650467446,-0.04031922231829109,-0.0007822718743254376,0.003351105210359973,0.001221391417232183,0.0037784174058328015,0.06926890369417188,0.8152947092932482,0.0029849753881269906,0.043530465397413634,0.3470527835057323,0.3407945233773372,0.04369982685766103,0.024049877461396085,1.1398821782203548,0.980758623166502,0.014454965383564838,-0.03335668565644933,0.3574983234159884,0.38607002210343133,0.040815063295263514,0.02383213453370761,1.088101349253838,0.9879538928353224,0.007755659813378458,-0.09673218753720557,0.4057951189760362,0.599543009490147,0.030025807349507976,0.013258987977394368,0.8803941608029288,0.9684977291538152,0.014375364471199328,-0.20436047152069967
0,8.0,0.4779926058899373,0.5125945464648818,0.042198738167629236,0.01679878718815994,1.0960126666512413,0.9859851215542014,0.011830283321291324,-0.0675117127705285,0.7602320097314088,0.3656250974075319,0.09066115201640873,0.019493772658961163,1.5503205117918424,0.974071733055553,0.022899861310945308,0.1446916562777456,0.0006969937766887211,0.0016757301260754698,0.0015402200087605027,0.0014339489623487786,0.09236599493926817,0.8986776129287353,0.002807908439940108,-0.0210842173890086,0.24626098780532926,0.22556499666647634,0.041311630622772,0.022366700717635062,1.0312741321042398,0.9738387585128764,0.015303115445461209,0.061235680605953476,0.2602035319072881,0.2336932572126509,0.04265908627509906,0.02118446670671181,0.9710201745398698,0.9947650338584872,0.004546940970069926,0.28874681779408,0.4802918835607026,0.5460435305810705,0.039647773696681834,0.015977510198566115,1.0470418460674191,0.9901746195662884,0.009442846185738235,0.016602832631754688
0,9.0,0.2768853355938715,0.3753468143555975,0.032338746663375086,0.013754804725694613,0.6557934303747724,0.9859140109492186,0.007096779294870612,0.18267958420195474,0.5679563139884334,0.3670050063089773,0.06753037478433332,0.012985439357534751,0.9214182361305352,0.9913001952732758,0.007815001116906776,0.2500247258495867,-0.0008540290963234563,0.0014065326795168474,0.0020602133572974763,0.0053574516148775005,0.12047088580433148,0.8513119459238121,0.004558226098535853,0.10584107431706348,0.3110121509926326,0.33372191716807564,0.039786236176221984,0.017813231052239163,0.9070625625474328,0.9933608909144735,0.006713650064124038,0.14537398820690955,0.28406062551146144,0.2268369024165595,0.04747990014144125,0.020451462749180763,1.0571351602873755,0.9956638034970138,0.004503218443783304,0.022234998176799917,0.2973972042911361,0.3807024232853303,0.034341072552399834,0.015026456618212131,0.7055214263102539,0.9852431278426022,0.007817281343879845,0.24150644395401155
0,10.0,0.8140460970400074,0.27241786263590906,0.1204459757432799,0.026192041910535983,1.4854183457886398,0.9729655184511334,0.02241708642340268,0.08720296983228078,0.8150660265373606,0.3680084950109772,0.09670291695073664,0.012129142365601378,1.3227226611523917,0.9663531199130024,0.022345668533162097,-0.4905352743434082,0.0012346340390073794,0.008647176671742418,0.0011968377769617275,-0.0005222058189289969,0.03480948723541725,0.6562033354950858,0.0022811262555013237,0.00623191304585157,0.33373881277706163,0.2829609113672147,0.048098886469619365,0.024027359243343087,1.218824392721574,0.992722902779316,0.009447704218971693,-0.07745816351741447,0.30102602885713897,0.2540803286856508,0.04669653398862602,0.02442743619826296,0.9996390329588344,0.991194263382746,0.006081924732333877,0.2370545903198883,0.657769567320067,0.3202294551263536,0.08676496707601547,0.02173948965509113,1.2629114079093755,0.9816745372980871,0.015622001779124681,0.06977928528661319
